stringID,sourceLang,targetLang,pos,description,sourceString,targetString
xx_400,fr,en,,,nation apprenante,learning nation
xx_401,hi,en,,,भारत में कोरोना वायरस,Coronavirus in India
xx_402,hi,en,,,कोरोना वायरस मास्क,Coronavirus Mask
xx_403,hi,en,,,कोविड-19,COVID-19
xx_404,hi,en,,,सोशल डिस्टेंसिंग,Social Distancing
xx_405,hi,en,,,फिज़िकल डिस्टेंसिंग,Physical Distancing
xx_406,hi,en,,,लॉकडाउन क्या है,It has been lockdown
xx_407,hi,en,,,कोरोनावायरस के लक्षण,Symptoms of Coronavirus
xx_408,hi,en,,,संक्रमण से कैसे बचें,How can you survive the infection
xx_409,hi,en,,,कोरोना वायरस सीबीएसई,Coronavirus CBSE
xx_410,hi,en,,,कोरोना वायरस हेल्पलाइन,Coronavirus Helpline
xx_411,hi,en,,,कोरोना वायरस की जांच,Coronavirus Research
xx_412,hi,en,,,ट्रेन बुकिंग निलंबित,Train Booking Suspended
xx_413,hi,en,,,फ्लाइट रद्द,Flights Cancelled
xx_414,hi,en,,,रेलवे स्टेशन कोरोना वायरस,Railway Station Coronavirus
xx_415,hi,en,,,वीजा एडवाइजरी,Visa Advisory
xx_416,hi,en,,,स्टेशन पर स्क्रीनिंग,Screening At the Station
xx_417,hi,en,,,कोरोना वायरस रिसर्च,Coronavirus Research
xx_418,hi,en,,,कोरोना वायरस की दवा,Medicine for Coronavirus
xx_419,hi,en,,,कोरोना वायरस वैक्सीन,Coronavirus Vaccine
xx_420,hi,en,,,संक्रमण नहीं फैला,Infection has not spread
xx_421,hi,en,,,कोरोना वायरस ताज़ा खबर,Latest News about Coronavirus
xx_422,hi,en,,,भारत में लॉकडाउन,Lockdown in India
xx_423,hi,en,,,जनता कर्फ्यू,Public Curfew
xx_424,hi,en,,,आईसीएमआर क्या है,What is ICMR
xx_425,hi,en,,,कोरोना वायरस प्रतिरक्षा बूस्टर,Coronavirus Immunity Booster
xx_426,hi,en,,,कोरोना सरकारी निर्देश,Corona Government Instructions
xx_427,hi,en,,,कोरोना वायरस क्या है,What is Coronavirus
xx_428,hi,en,,,कोरोना वायरस सरकारी योजनाएं,Coronavirus Government Provisions
xx_429,hi,en,,,कोरोना तबलीगी जमात,Corona Tablighi Jamaat
xx_430,hi,en,,,कोरोना एपिसेंटर,Corona Inspector
xx_431,hi,en,,,ताली-थाली,Clap-Plate
xx_432,hi,en,,,महामारी का इलाज,Cure for the Pandemic
xx_433,hi,en,,,कोरोना स्वास्थ्य कर्मियों पर हमला,Corona Attack on Health Workers
xx_434,hi,en,,,आइसोलेशन क्या है,What is Isolation
xx_435,hi,en,,,कोरोना का बाजार पर असर,Effect of Corona on Market
xx_436,hi,en,,,कोरोना से मजदूरों का पलायन,Labourers flee due to Corona
xx_437,hi,en,,,क्वारंटाइन क्या है,What is Qurantine
xx_438,hi,en,,,कोरोना वायरस मिथक,Myths about Coronavirus
xx_439,hi,en,,,कोरोना सैनिटाइजर,Corona Sanitizer
xx_440,hi,en,,,कोरोना जैविक हथियार,Corona Biological Weapon
xx_441,hi,en,,,कोरोना कैसे फैलता है,How does Corona spread
xx_442,hi,en,,,कोरोना विटामिन सी,Corona Vitamin C
xx_443,hi,en,,,कोरोना वायरस जानवरों में,Coronavirus in Animals
xx_444,hi,en,,,कोरोना वायरस की भ्रांतियां,Misconceptions about Coronavirus
xx_445,hi,en,,,करोना के सक्रिय मामले,Corona Active Issues
xx_446,hi,en,,,कोरोना के ठीक हुए मरीज,Patients who have recovered from Coronavirus
xx_447,hi,en,,,करोना वायरस के मामले,Coronavirus Issues
xx_448,hi,en,,,पैंडेमिक क्या है,What is Pandamic
xx_449,hi,en,,,कोरोना वायरस का नक्शा,Map of Coronavirus
xx_450,hi,en,,,कोरोना वायरस की मृत्यु दर,Death due to Coronavirus
xx_451,id,en,,,virus novel corona,novel coronavirus
xx_452,id,en,,,pencegahan covid-19,Covid-19 prevention
xx_453,id,en,,,wabah virus corona,coronavirus epidemic
xx_454,id,en,,,kasus covid-19,coronavirus case
xx_455,id,en,,,penyebaran virus corona covid-19,spread of Covid-19 coronavirus
xx_456,id,en,,,pandemi virus corona,coronavirus pandemic
xx_457,id,en,,,penyebaran corona virus,spread of coronavirus
xx_458,id,en,,,terinfeksi virus corona,infected with coronavirus
xx_459,id,en,,,terjangkit virus corona,infected with coronavirus
xx_460,id,en,,,perkembangan virus korona,development of coronavirus
xx_461,id,en,,,positif virus covid-19,tested positive for the Covid-19 virus
xx_462,id,en,,,positif virus corona,tested positive for coronavirus
xx_463,id,en,,,infeksi novel coronavirus,novel coronavirus infection
xx_464,id,en,,,hoaks virus corona,coronavirus hoax
xx_465,id,en,,,antisipasi virus korona,anticipate the coronavirus
xx_466,id,en,,,isu virus corona,issue of the coronavirus
xx_467,id,en,,,cegah virus corona,prevent coronavirus
xx_468,id,en,,,penularan virus corona,coronavirus transmission
xx_469,id,en,,,satgas covid-19,Covid-19 task force
xx_470,id,en,,,kasus virus corona,coronavirus case
xx_471,id,en,,,vaksin virus corona,coronavirus vaccine
xx_472,id,en,,,gejala ringan virus corona,light coronavirus symptom
xx_473,id,en,,,kasus virus corona,coronavirus case
xx_474,id,en,,,infeksi virus corona,coronavirus infection
xx_475,id,en,,,korban virus corona,victim of coronavirus
xx_476,id,en,,,pandemi,pandemic
xx_477,id,en,,,masa inkubasi virus corona,coronavirus incubation period
xx_478,id,en,,,suspect virus corona,person suspected of having coronavirus
xx_479,id,en,,,odp virus corona,coronavirus ODP
xx_480,id,en,,,pdp virus corona,coronavirus PDP
xx_481,id,en,,,gejala penyakit virus corona,coronavirus symptom
xx_482,id,en,,,mitigasi virus corona,coronavirus mitigation
xx_483,id,en,,,pembawa virus corona,coronavirus carrier
xx_484,id,en,,,dampak virus korona,impact of coronavirus
xx_485,id,en,,,reagen virus corona,coronavirus reagent
xx_486,id,en,,,virus corona mewabah,coronavirus is spreading rapidly
xx_487,id,en,,,avigan,Avigan
xx_488,id,en,,,penyakit saluran pernafasan,respiratory tract disease
xx_489,id,en,,,mitos virus corona,coronavirus myth
xx_490,id,en,,,penyemprotan disinfektan,disinfectant spraying
xx_491,id,en,,,karantina corona,coronavirus quarantine
xx_492,id,en,,,larangan mudik,prohibition on returning to one's home area
xx_493,id,en,,,pembatasan sosial,social distancing
xx_494,id,en,,,zona merah,red zone
xx_495,id,en,,,diisolasi 14 hari,isolated for 14 days
xx_496,id,en,,,peringatan perjalanan,travel warning
xx_497,id,en,,,masker,face mask
xx_498,id,en,,,imbauan perjalanan,travel advice
xx_499,id,en,,,sebaran corona,spread of coronavirus
xx_500,id,en,,,pembatalan perjalanan,cancellation of travel
xx_501,it,en,,,agenti virali trasmissibili,transmissible viral agents
xx_502,it,en,,,apparecchi per la ventilazione respiratoria,respiratory ventilation devices
xx_503,it,en,,,aree a contenimento rafforzato,reinforced containment areas
xx_504,it,en,,,asintomatici,asymptomatic
xx_505,it,en,,,autoisolamento,self-isolation
xx_506,it,en,,,casco C-Pap,C-Pap helmet
xx_507,it,en,,,contagio,infection
xx_508,it,en,,,contenimento del contagio,containment of the infection
xx_509,it,en,,,contenimento epidemiologico del CoViD-19,epidemiological containment of CoViD-19
xx_510,it,en,,,coronavirus (CoV),coronavirus (CoV)
xx_511,it,en,,,coronavirus 2019-nCoV,2019-nCoV coronavirus
xx_512,it,en,,,coronavirus cinese,Chinese coronavirus
xx_513,it,en,,,COVID–19,COVID-19
xx_514,it,en,,,difficoltà respiratorie,respiratory difficulties
xx_515,it,en,,,diffusione del contagio,spread of infection
xx_516,it,en,,,dinamica epidemiologica,epidemiological dynamics
xx_517,it,en,,,dispositivo di protezione individuale,personal protective equipment
xx_518,it,en,,,distanza interpersonale,interpersonal distance
xx_519,it,en,,,emergenza Coronavirus,Coronavirus emergency
xx_520,it,en,,,emergenza epidemiologica,epidemiological emergency
xx_521,it,en,,,emergenza sanitaria da COVID 19,COVID 19 health emergency
xx_522,it,en,,,epicentro,epicenter
xx_523,it,en,,,epidemia di coronavirus,coronavirus epidemic
xx_524,it,en,,,fattore R0,R0 factor
xx_525,it,en,,,focolai,outbreaks
xx_526,it,en,,,focolai del virus,virus oubreaks
xx_527,it,en,,,gel igienizzante,sanitizing gel
xx_528,it,en,,,germe patogeno,pathogenic germ
xx_529,it,en,,,gestione dell'emergenza epidemiologica,management of the epidemiological emergency
xx_530,it,en,,,goccioline,droplets
xx_531,it,en,,,goccioline del respiro,breath droplets
xx_532,it,en,,,infezione da Coronavirus,Coronavirus infection
xx_533,it,en,,,infodemia,infodemic
xx_534,it,en,,,letalità da coronavirus,lethality of coronavirus
xx_535,it,en,,,mascherine con filtranti facciali,facial filter masks
xx_536,it,en,,,MERS,MERS
xx_537,it,en,,,pandemia,pandemic
xx_538,it,en,,,paziente zero,patient zero
xx_539,it,en,,,pazienti COVID-19,COVID-19 patients
xx_540,it,en,,,polmonite interstiziale,interstitial pneumonia
xx_541,it,en,,,polmonite virale,viral pneumonia
xx_542,it,en,,,psicosi da coronavirus,coronavirus psychosis
xx_543,it,en,,,rischio sanitario,health risk
xx_544,it,en,,,sanificazione,disinfection
xx_545,it,en,,,SARS-CoV-2,SARS-CoV-2
xx_546,it,en,,,Sindrome respiratoria acuta grave coronavirus 2,Acute severe coronavirus 2 respiratory syndrome
xx_547,it,en,,,task force Medici per Covid,Doctors for Covid task force
xx_548,it,en,,,test anticorpi coronavirus,coronavirus antibodies test
xx_549,it,en,,,trasmissione del coronavirus,transmission of the coronavirus
xx_550,it,en,,,trasmissione interumana,human-to-human transmission
xx_551,iw,en,,,פניות בנושא קורונה ובידוד בית,Inquiries on the subject of Coronavirus and home isolation
xx_552,iw,en,,,פניות בנושא קורונה,Inquiries on the subject of Coronavirus
xx_553,iw,en,,,בידוד בית,Home isolation
xx_554,iw,en,,,בידוד בית לחוזרים מחול,Home isolation for those returning from abroad
xx_555,iw,en,,,דיווח על הפרת בידוד בית,Reporting a violation of home isolation
xx_556,iw,en,,,הנחיות לבידוד בית,Home isolation guidelines
xx_557,iw,en,,,שאלות ותשובות בנושא הנגיף,Questions and answers about the virus
xx_558,iw,en,,,חולים מאומתים,Confirmed patients
xx_559,iw,en,,,בידודים לפי רשות מקומית,Isolations by local municipality
xx_560,iw,en,,,מקרי חשיפה בקרבתי,Exposure cases near me
xx_561,iw,en,,,המגן אפליקציה לקורונה,HaMagen application for Coronavirus
xx_562,iw,en,,,מידע על נגיף הקורונה,Information on Coronavirus
xx_563,iw,en,,,מפת חשיפה לנגיף הקורונה בישראל,Coronavirus exposure map in Israel
xx_564,iw,en,,,חולה קורונה מספר,Coronavirus patient number
xx_565,iw,en,,,התפרצות הקורונה,Coronavirus outbreak
xx_566,iw,en,,,דיווחים שוטפים על המגפה,Ongoing reports on the pandemic
xx_567,iw,en,,,דיווחים אחרונים,Latest reports
xx_568,iw,en,,,מספר מאובחני הקורונה בישראל,Number of Coronavirus cases in Israel
xx_569,iw,en,,,מספר הנפטרים,Number of deaths
xx_570,iw,en,,,מספר המאובחנים,Number of infected
xx_571,iw,en,,,מספר החולים בבני ברק,Number of patients in Bnei Brak
xx_572,iw,en,,,מספר החולים בירושלים,Number of patients in Jerusalem
xx_573,iw,en,,,מספר החולים בתל אביב,Number of patients in Tel Aviv
xx_574,iw,en,,,כמה זמן שורד נגיף קורונה,How long does the Coronavirus survive
xx_575,iw,en,,,חיטוי מועיל,Effective disinfection
xx_576,iw,en,,,מסכות למניעת הדבקה,Masks to prevent infection
xx_577,iw,en,,,מסכות הגנה,Protective masks
xx_578,iw,en,,,בלימת הקורונה,Stopping the Coronavirus
xx_579,iw,en,,,הטלת סגר,Imposing closure
xx_580,iw,en,,,הטלת מגבלות תנועה,Imposing movement restrictions
xx_581,iw,en,,,חסינות עדר,Herd immunity
xx_582,iw,en,,,חסינות קהילתית,Community immunity
xx_583,iw,en,,,מעקב קורונה,Tracking Coronavirus
xx_584,iw,en,,,קורונה בישראל,Coronavirus in Israel
xx_585,iw,en,,,התפשטות הקורונה,The spread of Coronavirus
xx_586,iw,en,,,קורונה בעולם,Coronavirus across the world
xx_587,iw,en,,,השוואה בין מדינות,Comparison between countries
xx_588,iw,en,,,מדריך לתקנות חירום,Emergency regulation guide
xx_589,iw,en,,,רשימת המקונות הנגועים,List of infected places
xx_590,iw,en,,,מקרי הידבקות מאומתים,Confirmed infection cases
xx_591,iw,en,,,מקרי מוות מאומתים,Confirmed deaths
xx_592,iw,en,,,שיעור האבטלה,Unemployment rate
xx_593,iw,en,,,משביתה את צי המטוסים,Shuts down the aircraft fleet
xx_594,iw,en,,,מבטלים טיסה בגלל הקורונה,Canceling a flight because of the Coronavirus
xx_595,iw,en,,,ביטולי טיסות וחופשות,Cancellations of flights and vacations
xx_596,iw,en,,,מדיניות ועדכונים לאור המצב,Policies and updates in light of the situation
xx_597,iw,en,,,השהיית הטיסות הסדירות,Suspension of regular flights
xx_598,iw,en,,,טיסות חילוץ,Rescue flights
xx_599,iw,en,,,טיסות חיוניות,Essential flights
xx_600,iw,en,,,מידע בנושא נגיף הקורונה,Information on Coronavirus
xx_601,ja,en,,,新型コロナウイルス感染症,COVID-19 infection
xx_602,ja,en,,,新型コロナウイルス感染症対策,Countermeasures for COVID-19 infection
xx_603,ja,en,,,新型コロナウイルスの感染拡大,Spread of COVID-19 infection
xx_604,ja,en,,,新型コロナウィルス対応の経済対策,Economic measures in response to COVID-19
xx_605,ja,en,,,コロナ問題,COVID-19 problems
xx_606,ja,en,,,新型コロナウイルス感染症患者,COVID-19 infectious patients
xx_607,ja,en,,,コロナウイルス感染症防疫対策,Preventative measures for COVID-19
xx_608,ja,en,,,新型コロナウイルス対策本部,Headquarters for COVID-19
xx_609,ja,en,,,新型コロナウイルス陽性者数,Number of COVID-19 positive people
xx_610,ja,en,,,新型コロナ健康相談窓口相談件数,Number of inquiries to health consultation counter for COVID-19
xx_611,ja,en,,,新型コロナウィルス専用健康相談窓口,Health consultation counter exclusively for COVID-19
xx_612,ja,en,,,コロナ五輪強行,Forcing through Olympics despite coronavirus
xx_613,ja,en,,,新型肺炎、パチンコ,"Coronavirus, pachinko"
xx_614,ja,en,,,コロナ感染者数,Number of people infected with coronavirus
xx_615,ja,en,,,コロナ感染,Coronavirus infection
xx_616,ja,en,,,コロナウイルスが原因,Coronavirus is the cause
xx_617,ja,en,,,ネココロナウイルス感染症,Feline coronavirus infection
xx_618,ja,en,,,新型コロナウイルスの感染爆発,Explosion of COVID-19 infection
xx_619,ja,en,,,SARS系のコロナウイルス,SARS coronavirus
xx_620,ja,en,,,新型コロナウイルスの感染阻止,COVID-19 infection inhibition
xx_621,ja,en,,,新型コロナウイルス対応策,Measures for COVID-19
xx_622,ja,en,,,新型コロナウイルス感染初期,Early stage of COVID-19 infection
xx_623,ja,en,,,新型コロナウイルス感染症（COVID-19）の原因ウイルス,Virus responsible for novel coronavirus (COVID-19) infection
xx_624,ja,en,,,MERSコロナウイルス,MERS coronavirus
xx_625,ja,en,,,COVID-19に対する妊婦の感受性,Receptivity of pregnant women to COVID-19
xx_626,ja,en,,,COVID-19の妊婦,Pregnant women with COVID-19
xx_627,ja,en,,,新生児のCOVID-19,COVID-19 in newborn babies
xx_628,ja,en,,,新型コロナウイルスの感染経路,Infection route of COVID-19
xx_629,ja,en,,,新型コロナウイルスによる死者,Deaths due to COVID-19
xx_630,ja,en,,,新型ウイルスの危険性,Risk of COVID-19
xx_631,ja,en,,,コロナ騒動,Corona riot
xx_632,ja,en,,,コロナ疲れ,Corona weariness
xx_633,ja,en,,,コロナ疲労,Corona fatigue
xx_634,ja,en,,,コロナ鬱,Corona depression
xx_635,ja,en,,,新型コロナウイルス関連マニュアル,Manuals related to COVID-19
xx_636,ja,en,,,新型コロナウイルスに係わる教育活動,Educational activity concerned with COVID-19
xx_637,ja,en,,,新型コロナウイルス感染拡大防止要請,Demand for measures to prevent the spread of COVID-19 infection
xx_638,ja,en,,,近隣地域におけるコロナウイルスの感染状況,Status of coronavirus infection in neighbouring regions
xx_639,ja,en,,,新型コロナウイルスの影響,Impact of COVID-19
xx_640,ja,en,,,コロナウイルス拡散防止,Containment measures for coronavirus
xx_641,ja,en,,,新型コロナ自粛中,In self-isolation due to COVID-19
xx_642,ja,en,,,新型コロナ終息時の回復策,Recovery measures at the end of COVID-19
xx_643,ja,en,,,新型コロナウイルス基本情報,Basic information on COVID-19
xx_644,ja,en,,,ウイルス対策マスク着用,Wearing of mask for infection control
xx_645,ja,en,,,コロナ収束後旅行,Travel after the end of coronavirus
xx_646,ja,en,,,新型コロナによる予約無料キャンセル,Free cancelation of reservation due to COVID-19
xx_647,ja,en,,,新型コロナウイルスに伴う米国渡航,Travel to the United States at the time of COVID-19
xx_648,ja,en,,,コロナ患者,Coronavirus patients
xx_649,ja,en,,,新型コロナウイルスによるイベント中止,Event cancellation due to COVID-19
xx_650,ja,en,,,新型コロナウイルスによる航空需要の減少,Decline in demand for air-transportation due to COVID-19
xx_651,ko,en,,,슈퍼 전파자,Super spreader
xx_655,ko,en,,,비말 전파,Nasal spray
xx_656,ko,en,,,밀접 접촉자,Close contact
xx_657,ko,en,,,병원내 감염,In-hospital infection
xx_658,ko,en,,,의심환자,Suspected patients
xx_659,ko,en,,,해외유입환자,Foreign patient inflow
xx_660,ko,en,,,발병률,Incidence rate
xx_661,ko,en,,,치사율,Fatality rate
xx_662,ko,en,,,완치율,Recovery rate
xx_663,ko,en,,,체온 측정,Measured body tempreture
xx_664,ko,en,,,격리치료,Isolation treatment
xx_665,ko,en,,,자가격리,Self-isolation
xx_666,ko,en,,,핵산증폭검사(NAT),Nucleic Acid Aplification Test (NAT)
xx_667,ko,en,,,마스크 착용,Wearing a mask
xx_668,ko,en,,,손씻기,Washing hands
xx_669,ko,en,,,개학 연기,Closed schools
xx_670,ko,en,,,외출 자제,Refrain from going out
xx_671,ko,en,,,2주간 자가격리,2-week self isolation
xx_672,ko,en,,,사재기,Hoarding
xx_673,ko,en,,,지정 병원,Designated hospital
xx_674,ko,en,,,드라이브스루,Drive through
xx_675,ko,en,,,워킹스루,Walking through
xx_676,ko,en,,,코호트 격리,Cohort isolation
xx_677,ko,en,,,진단키트,Diagnosis kit
xx_678,ko,en,,,손소독제,Hand sanitizer
xx_679,ko,en,,,N95 마스크,N95 mask
xx_680,ko,en,,,마스크 5부제,5 day mask system
xx_681,ko,en,,,질병관리본부,Center for Disease Control
xx_682,ko,en,,,약국 마스크 판매,Pharmacy mask sales
xx_683,ko,en,,,역학조사,Pharmacological research
xx_684,ko,en,,,유증상자,Simular disease cases
xx_685,ko,en,,,무증상자,Asymtomatic cases
xx_686,ko,en,,,사회적 거리두기,Social distancing
xx_690,ko,en,,,감염병,Infectious diseases
xx_691,ko,en,,,전염병,Epidemic
xx_692,ko,en,,,시설격리,Isolation facilities
xx_694,ko,en,,,코로나 증상,Corona symtoms
xx_695,ko,en,,,인후통,Sore throat
xx_696,ko,en,,,후베이성 봉쇄,Hubei blockade
xx_697,ko,en,,,뉴욕 셧다운,New York shutdown
xx_698,ko,en,,,입국금지,No entry
xx_699,ko,en,,,여행금지,Travel prohibited
xx_700,ko,en,,,인천공항 검역,Incheon Airport quarantine
xx_702,ms,en,,,2019-nCoV,2019-nCoV
xx_703,ms,en,,,Virus Korona,Corona Virus
xx_704,ms,en,,,kuarantin,Quarantine
xx_705,ms,en,,,masa inkubasi,incubation period
xx_706,ms,en,,,wabak,epidemic
xx_707,ms,en,,,kluster,cluster
xx_708,ms,en,,,ujian kapas kesat,swab test
xx_709,ms,en,,,topeng muka N-95,N-95 face mask
xx_710,ms,en,,,sanitasi,sanitation
xx_711,ms,en,,,bergejala,present symptoms
xx_712,ms,en,,,krisis,crisis
xx_713,ms,en,,,penularan aktif,active infection
xx_714,ms,en,,,jarakan sosial,social distancing
xx_715,ms,en,,,perintah berkurung,curfew
xx_716,ms,en,,,belian panik,panic buying
xx_717,ms,en,,,kecemasan,emergency
xx_718,ms,en,,,ventilator,ventilator
xx_719,ms,en,,,kadar kematian,mortality rate
xx_720,ms,en,,,moratorium,moratorium
xx_721,ms,en,,,petugas kesihatan,health official
xx_722,ms,en,,,unit rawatan rapi,intensive care unit
xx_723,ms,en,,,batuk,cough
xx_724,ms,en,,,bersin,sneeze
xx_725,ms,en,,,titisan,drip
xx_726,ms,en,,,selesema,common cold
xx_727,ms,en,,,jangkitan,infection
xx_728,ms,en,,,sesak nafas,breathing difficulties
xx_729,ms,en,,,kelawar,bat
xx_730,ms,en,,,berjangkit,contagious
xx_731,ms,en,,,penyembuhan,healing
xx_732,ms,en,,,kes positif,positive case
xx_733,ms,en,,,epidemiologi,epidemiology
xx_734,ms,en,,,rekod perjalanan,movement record
xx_735,ms,en,,,pernafasan akut,acute respiration
xx_736,ms,en,,,kontak rapat,close contact
xx_737,ms,en,,,pengasingan,isolation
xx_738,ms,en,,,disinfeksi,disinfection
xx_739,ms,en,,,keluk jangkitan,infection curve
xx_740,ms,en,,,kesiapsagaan,preparedness
xx_741,ms,en,,,pencegahan,prevention
xx_742,ms,en,,,pengamal perubatan,medical practitioner
xx_743,ms,en,,,fisioterapi dada,chest physiotherapy
xx_744,ms,en,,,gelombang,wave
xx_745,ms,en,,,pengangkutan awam,public transportation
xx_746,ms,en,,,vaksin,vaccine
xx_747,ms,en,,,pintu sempadan,borders
xx_748,ms,en,,,sekatan jalan raya,roadblock
xx_749,ms,en,,,penyelenggaraan mayat,corpse preparation
xx_750,ms,en,,,radang paru-paru,pneumonia
xx_751,nl,en,,,coronavirus,coronavirus
xx_752,nl,en,,,coronavirus infectie,coronavirus infection
xx_753,nl,en,,,coronavirus vaccin,coronavirus vaccine
xx_754,nl,en,,,coronavirus vaccinatie,coronavirus vaccination
xx_755,nl,en,,,coronavirus epidemie,coronavirus epidemic
xx_756,nl,en,,,corona-uitbraak,corona outbreak
xx_757,nl,en,,,mondmasker,mouth mask
xx_758,nl,en,,,overdracht van coronavirus,transfer of coronavirus
xx_759,nl,en,,,incubatietijd coronavirus,coronavirus incubation period
xx_760,nl,en,,,behandeling coronavirus,coronavirus treatment
xx_761,nl,en,,,pandemie coronavirus,coronavirus pandemic
xx_762,nl,en,,,sociaal isolement,social isolation
xx_763,nl,en,,,preventief laten testen op coronavirus,preventive testing for coronavirus
xx_764,nl,en,,,coronavirus symptomen,coronavirus symptoms
xx_765,nl,en,,,diagnose covid-19,covid-19 diagnosis
xx_766,nl,en,,,coronavirus gevaarlijk voor honden,coronavirus dangerous for dogs
xx_767,nl,en,,,zelftest voor coronavirus,self-test for coronavirus
xx_768,nl,en,,,COVID-19,COVID-19
xx_769,nl,en,,,coronamaatregelen,corona measures
xx_770,nl,en,,,besmetting coronavirus,coronavirus contamination
xx_771,nl,en,,,quarantaine,quarantine
xx_772,nl,en,,,verspreiding van het coronavirus,spread of the coronavirus
xx_773,nl,en,,,groepsimmuniteit,group immunity
xx_774,nl,en,,,coronavirus griep,coronavirus flu
xx_775,nl,en,,,coronavirus kwetsbare gezondheid,coronavirus delicate health
xx_776,nl,en,,,genezen van coronavirus,recovered from the coronavirus
xx_777,nl,en,,,verloop coronavirus,course of coronavirus
xx_778,nl,en,,,coronavirus paracetamol,coronavirus paracetamol
xx_779,nl,en,,,aantal coronagevallen,number of corona cases
xx_780,nl,en,,,sterfgevallen door coronavirus,deaths from coronavirus
xx_781,nl,en,,,coronapatiënten,corona patients
xx_782,nl,en,,,"1,5 meter afstand",1.5-metre distance
xx_783,nl,en,,,geïnfecteerde persoon,infected person
xx_784,nl,en,,,voorzorgsmaatregelen,precautionary measures
xx_785,nl,en,,,reisadvies,travel advice
xx_786,nl,en,,,vakantie annuleren,cancel holiday
xx_787,nl,en,,,griepverschijnselen,flu symptoms
xx_788,nl,en,,,kwetsbare personen,vulnerable people
xx_789,nl,en,,,verschil griep en corona,difference between flu and corona
xx_790,nl,en,,,aangescherpte bezoekregeling,tighter visiting regulations
xx_791,nl,en,,,positief getest op het coronavirus,tested positive for the coronoavirus
xx_792,nl,en,,,contactverbod,contact ban
xx_793,nl,en,,,triage aan de deur,triage at the door
xx_794,nl,en,,,coronabesmettingen,corona contamination
xx_795,nl,en,,,coronavirus verwant aan SARS-epidemie,coronavirus related to SARS epidemic
xx_796,nl,en,,,Wereldgezondheidsorganisatie,World Health Organisation
xx_797,nl,en,,,sterftecijfer van het coronavirus,deaths from the coronavirus
xx_798,nl,en,,,onderliggende gezondheidsproblemen,underlying health problems
xx_799,nl,en,,,coronavirus gevaarlijk voor zwangere vrouwen,coronavirus dangerous for pregnant women
xx_800,nl,en,,,risico coronavirus voor pasgeboren baby's,risk coronavirus for newborn babies
xx_801,no,en,,,debutsymptom,onset symptoms
xx_802,no,en,,,covid-19 forløp,covid-19 course
xx_803,no,en,,,luftveisinfeksjon,respiratory infection
xx_804,no,en,,,kronisk sykdom covid-19,Chronic illness covid-19
xx_805,no,en,,,cytokinstorm covid 19,cytokine storm covid-19
xx_806,no,en,,,luftveissymptomer,respiratory symptoms
xx_807,no,en,,,luftveissmitte,respiratory infection
xx_808,no,en,,,smittevernsrutiner,infection control procedures
xx_809,no,en,,,smittevernsutstyr,personal protective equipment
xx_810,no,en,,,pandemi,pandemic
xx_811,no,en,,,inkubasjon,incubation
xx_812,no,en,,,karantene,quarantine
xx_813,no,en,,,korona isolasjon,coronavirus isolation
xx_814,no,en,,,hjemmekarantene,home quarantine
xx_815,no,en,,,behandling korona,treatment coronavirus
xx_816,no,en,,,vaksine korona,vaccine coronavirus
xx_817,no,en,,,korona smitte,coronavirus transmission
xx_818,no,en,,,koronavirus gravid,coronavirus pregnant
xx_819,no,en,,,antall smittede,number infected
xx_820,no,en,,,korona kollektivtrafikk,coronavirus public transport
xx_821,no,en,,,respirator korona,ventilator coronavirus
xx_822,no,en,,,korona død,coronavirus deaths
xx_823,no,en,,,korona dødelighet,coronavirus death rate
xx_824,no,en,,,risikogruppe,risk group
xx_825,no,en,,,sverige korona,sweden coronavirus
xx_826,no,en,,,korona test,coronavirus test
xx_829,no,en,,,helsevesen korona,health service coronavirus
xx_830,no,en,,,pasient,patient
xx_831,no,en,,,avbestille korona,cancel booking coronavirus
xx_832,no,en,,,korona hjemreise,coronavirus repatriation
xx_833,no,en,,,kansellere reise korona,cancel travel coronavirus
xx_834,no,en,,,refusjon korona,refund coronavirus
xx_835,no,en,,,evakuere korona,evacuate coronavirus
xx_836,no,en,,,reiserestriksjoner korona,travel restrictions coronavirus
xx_837,no,en,,,erstatning korona,compensation coronavirus
xx_838,no,en,,,ombooking korona,rebook coronavirus
xx_839,no,en,,,reiseforsikring korona,travel insurance coronavirus
xx_840,no,en,,,reise hjem korona,travel home coronavirus
xx_841,no,en,,,tiltak,measures
xx_842,no,en,,,reiseråd korona,travel advice coronavirus
xx_843,no,en,,,dagpenger korona,unemployment benefits coronavirus
xx_844,no,en,,,hytteforbud,ban on visiting second homes
xx_845,no,en,,,permittert korona,furloughed coronavirus
xx_846,no,en,,,sykemeldt korona,sick leave coronavirus
xx_847,no,en,,,krisepakke,crisis package
xx_848,no,en,,,koronatiltak,coronavirus measures
xx_849,no,en,,,garantiordning korona,guarantee scheme coronavirus
xx_850,no,en,,,samfunnskritiske funksjoner,key services
xx_901,pt-BR,en,,,Covid-19,Covid-19
xx_902,pt-BR,en,,,hidroxicloroquina,hydroxychloroquine
xx_903,pt-BR,en,,,segunda onda do coronavírus,second wave of coronavirus
xx_904,pt-BR,en,,,SARS-CoV-2,SARS-CoV-2
xx_905,pt-BR,en,,,pacientes com Covid-19,patients with Covid-19
xx_906,pt-BR,en,,,pesquisa clínica sobre COVID-19,clinical research on COVID-19
xx_907,pt-BR,en,,,pandemia de coronavírus,coronavirus pandemic
